DR Number,date_rptd,date_occ,Time Occurred,area,area_name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location
210404162,2021-01-05,2021-01-05,1425,4,Hollenbeck,478,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3004 3002 3034,57.0,M,H,101.0,STREET,EUCLID                       AV,GUIRADO                      ST,"(34.0322, -118.2064)"
210304194,2021-01-06,2021-01-05,2335,3,Southwest,321,997,TRAFFIC COLLISION,3101 4025 3036 3004 3026,20.0,F,B,101.0,STREET,OBAMA                        BL,LA BREA                      AV,"(34.0215, -118.3556)"
211204366,2021-01-07,2021-01-06,2120,12,77th Street,1258,997,TRAFFIC COLLISION,4025 3037 3003 3025 3029 3101,63.0,F,O,101.0,STREET,SAN PEDRO                    ST,74TH                         ST,"(33.973, -118.2696)"
211904282,2021-01-08,2021-01-08,1700,19,Mission,1981,997,TRAFFIC COLLISION,3004 3037 3028 3030 3101 4017,51.0,F,H,101.0,STREET,LANGDON,RAYEN,"(34.2319, -118.4698)"
211000513,2021-01-06,2021-01-06,1900,10,West Valley,1024,997,TRAFFIC COLLISION,4010 3006 3028 3039 3037 3032 3101,,M,W,101.0,STREET,RESEDA                       BL,VANOWEN                      ST,"(34.1939, -118.536)"
211704039,2021-01-01,2021-01-01,1810,17,Devonshire,1751,997,TRAFFIC COLLISION,3006 3037 3025 3038 3101 4026,39.0,F,W,101.0,STREET,TOPANGA CANYON               BL,DUPONT                       ST,"(34.2536, -118.6061)"
212004137,2021-01-05,2021-01-05,20,20,Olympic,2001,997,TRAFFIC COLLISION,3003 3025 3035 3036 3101 3401 3701 4027 2004,23.0,M,W,101.0,STREET,BEVERLY                      BL,VAN NESS                     AV,"(34.0762, -118.3157)"
210804168,2021-01-06,2021-01-06,900,8,West LA,881,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4027,47.0,F,W,101.0,STREET,OLYMPIC                      BL,GRANVILLE                    AV,"(34.0332, -118.4498)"
210704061,2021-01-03,2021-01-02,2112,7,Wilshire,762,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3102 3401 3701 4027,19.0,F,W,108.0,PARKING LOT,LA CIENEGA                   BL,SATURN                       ST,"(34.0515, -118.3762)"
211604190,2021-01-05,2021-01-05,1306,16,Foothill,1637,997,TRAFFIC COLLISION,,50.0,M,H,101.0,STREET,10800    MOUNT GLEASON                AV,,"(34.2634, -118.3074)"
211604195,2021-01-06,2021-01-01,300,16,Foothill,1681,997,TRAFFIC COLLISION,,57.0,M,H,101.0,STREET,ARLETA,ROSCOE,"(34.2217, -118.4053)"
212004200,2021-01-06,2021-01-06,1840,20,Olympic,2074,997,TRAFFIC COLLISION,,24.0,M,H,101.0,STREET,NORMANDIE                    AV,WASHINGTON                   BL,"(34.04, -118.3006)"
210504219,2021-01-07,2021-01-07,5,5,Harbor,504,997,TRAFFIC COLLISION,3101 4025 3037 3011 3028 3030,40.0,M,W,108.0,PARKING LOT,190TH                        ST,WESTERN                      AV,"(33.8584, -118.3093)"
211104122,2021-01-05,2021-01-05,1805,11,Northeast,1133,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3003 3026 3036,71.0,F,W,101.0,STREET,GLENDALE                     BL,MADERA                       AV,"(34.1166, -118.2619)"
211504223,2021-01-07,2021-01-05,2300,15,N Hollywood,1547,997,TRAFFIC COLLISION,1402,20.0,M,O,109.0,PARK/PLAYGROUND,11400    CHANDLER                     BL,,"(34.1681, -118.379)"
210304222,2021-01-06,2021-01-05,1145,3,Southwest,316,997,TRAFFIC COLLISION,4025 3037 3003 3026 3101,65.0,M,H,101.0,STREET,NORMANDIE,23RD,"(34.0354, -118.3003)"
211204110,2021-01-02,2021-01-02,2240,12,77th Street,1242,997,TRAFFIC COLLISION,,,,,101.0,STREET,3RD                          AV,HYDE PARK                    BL,"(33.9837, -118.3206)"
210204276,2021-01-08,2021-01-08,1935,2,Rampart,257,997,TRAFFIC COLLISION,0605 3101 3401 3701 4002 3003 3026 3036 0910,35.0,M,H,101.0,STREET,6TH,VALENCIA,"(34.0564, -118.2677)"
211704190,2021-01-04,2021-01-04,1700,17,Devonshire,1743,997,TRAFFIC COLLISION,3004 3037 3026 3101 4017,34.0,M,H,101.0,STREET,DEVONSHIRE                   ST,RESEDA                       BL,"(34.2573, -118.5361)"
210404263,2021-01-08,2021-01-06,1910,4,Hollenbeck,441,997,TRAFFIC COLLISION,0605 3101 3401 3701 4004 3004 3030 3036,41.0,F,H,101.0,STREET,STATE                        ST,10FWY,"(34.0588, -118.2221)"
210404254,2021-01-08,2021-01-08,1330,4,Hollenbeck,497,997,TRAFFIC COLLISION,3004 3101 3401 3701 4024,38.0,M,W,101.0,STREET,OLYMPIC,DACOTAH,"(34.0209, -118.2122)"
210804112,2021-01-04,2021-01-04,1305,8,West LA,847,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4027,22.0,M,H,101.0,STREET,PICO                         BL,MANNING                      AV,"(34.043, -118.4229)"
211404237,2021-01-05,2021-01-05,1745,14,Pacific,1466,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4027,38.0,F,B,101.0,STREET,SEPULVEDA                    BL,HOWARD HUGHES                PY,"(33.975, -118.4002)"
212104167,2021-01-06,2021-01-06,515,21,Topanga,2142,997,TRAFFIC COLLISION,3006 3028 3030 3037 3101 4021,38.0,F,W,101.0,STREET,VANOWEN                      ST,OSO                          AV,"(34.1888, -118.6369)"
210404115,2021-01-04,2021-01-04,845,4,Hollenbeck,415,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3003 3025 3036,60.0,F,H,101.0,STREET,JOHNSTON,BROADWAY,"(34.0737, -118.2104)"
211804177,2021-01-04,2021-01-02,1200,18,Southeast,1841,997,TRAFFIC COLLISION,3004 3036 3028 3030 3101,74.0,F,B,101.0,STREET,IMPERIAL                     HY,FIGUEROA                     ST,"(33.931, -118.2826)"
210304196,2021-01-06,2021-01-05,1530,3,Southwest,356,997,TRAFFIC COLLISION,3004 4025 3037 3026 3101,35.0,M,H,101.0,STREET,EXPOSITION                   BL,HALLDALE                     AV,"(34.0184, -118.3029)"
211204201,2021-01-04,2021-01-04,1223,12,77th Street,1256,997,TRAFFIC COLLISION,4025 3036 3004 3028 3030 3101,60.0,M,A,101.0,STREET,FIGUEROA                     ST,FLORENCE                     AV,"(33.9747, -118.2827)"
210804076,2021-01-02,2021-01-02,1743,8,West LA,818,997,TRAFFIC COLLISION,3003 3025 3035 3037 3101 3401 3701 4008,21.0,F,A,101.0,STREET,HILGARD                      AV,STRATHMORE                   DR,"(34.071, -118.4382)"
211504010,2021-01-01,2021-01-01,1920,15,N Hollywood,1512,997,TRAFFIC COLLISION,3004 3037 3028 3039 3101 4026,44.0,M,O,101.0,STREET,SHERMAN                      WY,BELLAIRE                     AV,"(34.2012, -118.4094)"
211804364,2021-01-04,2021-01-04,1600,18,Southeast,1801,997,TRAFFIC COLLISION,3004 3036 3029 3026 3101 4025,,X,X,101.0,STREET,MANCHESTER,FIGUEROA,"(33.9601, -118.2827)"
211304076,2021-01-01,2021-01-01,1540,13,Newton,1362,997,TRAFFIC COLLISION,0605 4013,37.0,M,H,101.0,STREET,AVALON                       BL,S  51ST                         ST,"(33.9966, -118.2652)"
211904030,2021-01-01,2021-01-01,1920,19,Mission,1924,997,TRAFFIC COLLISION,3006 3037 3028 3030 3039 3101 4026,,F,H,101.0,STREET,OSCEOLA                      ST,ROSSITER                     AV,"(34.2913, -118.4554)"
210704203,2021-01-07,2021-01-06,1315,7,Wilshire,725,997,TRAFFIC COLLISION,3006 3028 3030 3033 3035 3037 3104 4027,23.0,F,W,101.0,STREET,5900 W  3RD                          ST,,"(34.073, -118.3509)"
210504085,2021-01-02,2021-01-02,2135,5,Harbor,516,997,TRAFFIC COLLISION,3037 3006 3025 3101,20.0,M,O,101.0,STREET,L                            ST,AVALON                       BL,"(33.7867, -118.263)"
210104343,2021-01-08,2021-01-08,1828,1,Central,158,997,TRAFFIC COLLISION,0605 3101 3401 3701 4001 1218 3009 3025 3036,30.0,M,B,101.0,STREET,6TH                          ST,STANFORD                     AV,"(34.0408, -118.2428)"
210204134,2021-01-05,2021-01-05,1000,2,Rampart,237,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3004 3026 3029,27.0,M,H,101.0,STREET,EMERALD,2ND,"(34.0595, -118.2573)"
212004159,2021-01-05,2021-01-05,1830,20,Olympic,2013,997,TRAFFIC COLLISION,3004 3026 3035 3037 3101 3401 3701 4027,40.0,M,H,101.0,STREET,WESTERN                      AV,BEVERLY                      BL,"(34.0763, -118.3091)"
211404114,2021-01-03,2021-01-03,1150,14,Pacific,1457,997,TRAFFIC COLLISION,3004 3028 3030 3034 3036 3101 3401 3701 4027,59.0,F,H,101.0,STREET,INGLEWOOD                    BL,BRADDOCK                     DR,"(33.9937, -118.4161)"
210604150,2021-01-05,2021-01-05,2053,6,Hollywood,648,997,TRAFFIC COLLISION,3003 3025 3035 3036 3101 3401 3701 4027,22.0,F,H,101.0,STREET,W  SUNSET                       BL,N  WESTERN                      BL,"(34.0981, -118.3092)"
211804119,2021-01-02,2021-01-02,1633,18,Southeast,1839,997,TRAFFIC COLLISION,0605 4025 3036 3003 3026 3101,39.0,M,H,101.0,STREET,10900    CROESUS                      AV,,"(33.9379, -118.2338)"
210904061,2021-01-03,2021-01-02,2215,9,Van Nuys,901,997,TRAFFIC COLLISION,3003 3025 3037 3101 4026,55.0,F,W,101.0,STREET,SATICOY                      ST,E  ZOMBAR                       AV,"(34.2085, -118.4673)"
210604119,2021-01-05,2021-01-02,732,6,Hollywood,643,997,TRAFFIC COLLISION,3006 3028 3030 3032 3035 3104 4027,31.0,M,B,108.0,PARKING LOT,7200 W  SUNSET                       BL,,"(34.1007, -118.3494)"
211504243,2021-01-06,2021-01-06,1245,15,N Hollywood,1548,997,TRAFFIC COLLISION,3101 3026 3004 3036 4015,27.0,M,W,101.0,STREET,MAGNOLIA                     BL,SATSUMA                      AV,"(34.1649, -118.3676)"
212104098,2021-01-04,2021-01-04,852,21,Topanga,2143,997,TRAFFIC COLLISION,3003 3036 3026 3101 4021,30.0,F,H,101.0,STREET,OXNARD                       ST,SHOUP                        AV,"(34.1883, -118.6274)"
210304104,2021-01-03,2021-01-03,1250,3,Southwest,333,997,TRAFFIC COLLISION,4025 3026 3029 3037 3006 3101,65.0,F,H,101.0,STREET,CRENSHAW                     BL,29TH                         ST,"(34.0295, -118.3351)"
211204185,2021-01-03,2021-01-03,1600,12,77th Street,1248,997,TRAFFIC COLLISION,4025 3037 3003 3024 3101,44.0,M,H,101.0,STREET,FLORENCE                     AV,E  HOOVER                       ST,"(33.9746, -118.2871)"
212004072,2021-01-03,2021-01-03,900,20,Olympic,2017,997,TRAFFIC COLLISION,3004 3028 3035 3037 3101 3401 3701 4027 3039,41.0,M,H,101.0,STREET,VERMONT                      AV,3RD                          ST,"(34.0691, -118.2916)"
212004247,2021-01-08,2021-01-07,1626,20,Olympic,2002,997,TRAFFIC COLLISION,3004 3028 3030 3033 3035 3037 3104 4027,30.0,M,W,101.0,STREET,WESTERN                      AV,ELMWOOD                      AV,"(34.0783, -118.3092)"
210704143,2021-01-05,2021-01-02,1140,7,Wilshire,724,997,TRAFFIC COLLISION,3006 3028 3030 3032 3035 3037 3104 4027,40.0,M,W,108.0,PARKING LOT,100    THE GROVE                    DR,,"(34.0747, -118.3563)"
210904081,2021-01-03,2021-01-03,1345,9,Van Nuys,929,997,TRAFFIC COLLISION,3004 3026 3037 3101 4026,27.0,F,O,101.0,STREET,WOODMAN                      AV,KITTRIDGE                    ST,"(34.1903, -118.4313)"
211204224,2021-01-04,2021-01-04,1800,12,77th Street,1233,997,TRAFFIC COLLISION,4025 3037 3006 3028 3030 3101,42.0,M,B,101.0,STREET,59TH                         ST,WESTERN,"(33.9875, -118.3089)"
210304145,2021-01-04,2021-01-04,930,3,Southwest,362,997,TRAFFIC COLLISION,3037 3004 3025 3011 4025 3101,84.0,M,B,101.0,STREET,JEFFERSON                    BL,CRENSHAW                     BL,"(34.017, -118.3477)"
210104063,2021-01-03,2021-01-02,2335,1,Central,105,997,TRAFFIC COLLISION,0605 3101 3401 3701 4001 3006 3030 3036,50.0,M,H,101.0,STREET,CASANOVA,BROADWAY,"(34.0719, -118.2293)"
210604191,2021-01-06,2021-01-06,1750,6,Hollywood,622,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4006,38.0,M,H,101.0,STREET,FULLER                       AV,FRANKLIN                     AV,"(34.1034, -118.349)"
210404181,2021-01-06,2021-01-06,40,4,Hollenbeck,451,997,TRAFFIC COLLISION,0605 3101 3401 3701 4004 3011 3030,,X,X,101.0,STREET,200 N  MEYERS                       ST,,"(34.0499, -118.226)"
210504150,2021-01-04,2021-01-04,1200,5,Harbor,517,997,TRAFFIC COLLISION,3036 3004 3025 3029 3101 4025 0605,20.0,X,X,101.0,STREET,L,HYATT,"(33.7872, -118.2548)"
211304385,2021-01-08,2021-01-08,2250,13,Newton,1323,997,TRAFFIC COLLISION,0605 4013,29.0,M,H,101.0,STREET,SAN PEDRO,63RD                         ST,"(34.0219, -118.2571)"
211804136,2021-01-04,2021-01-01,1000,18,Southeast,1802,997,TRAFFIC COLLISION,3004 3028 3030 3101 4025,60.0,F,B,101.0,STREET,200 W  88TH                         PL,,"(33.9564, -118.2756)"
211804365,2021-01-07,2021-01-07,2040,18,Southeast,1837,997,TRAFFIC COLLISION,3004 3036 3026 3101,24.0,M,H,101.0,STREET,WILMINGTON,112TH                        ST,"(33.9335, -118.239)"
211504244,2021-01-07,2021-01-07,147,15,N Hollywood,1557,997,TRAFFIC COLLISION,3004 3029 3026 3101 4015 3037,44.0,M,B,101.0,STREET,CAHUENGA                     BL,ADDISON                      ST,"(34.1613, -118.3615)"
210404238,2021-01-07,2021-01-06,2150,4,Hollenbeck,453,997,TRAFFIC COLLISION,0605 3101 3401 3701 4004 3004 3026 3036,29.0,M,B,101.0,STREET,SOTO                         ST,10FWY,"(34.0517, -118.2178)"
211704267,2021-01-08,2021-01-08,630,17,Devonshire,1797,997,TRAFFIC COLLISION,3004 3036 3026 3101 4017,59.0,M,W,101.0,STREET,WOODLEY                      AV,PARTHENIA                    ST,"(34.2284, -118.4851)"
211904245,2021-01-06,2021-01-06,1425,19,Mission,1998,997,TRAFFIC COLLISION,3037 3006 3025 3101 4019,52.0,M,H,101.0,STREET,ROSCOE                       BL,WAKEFIELD                    AV,"(34.2216, -118.4434)"
212004113,2021-01-04,2021-01-03,2200,20,Olympic,2027,997,TRAFFIC COLLISION,3401 3006 3028 3030 3035 3037 3101 3701 4027,41.0,M,H,101.0,STREET,5TH,VERMONT,"(34.0654, -118.2917)"
210304135,2021-01-04,2021-01-03,1814,3,Southwest,359,997,TRAFFIC COLLISION,4025 4003 3037 3004 3028 3030 3101,29.0,M,B,108.0,PARKING LOT,38TH,FIGUEROA                     ST,"(34.0158, -118.2828)"
210404221,2021-01-07,2021-01-02,2055,4,Hollenbeck,466,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3004 3026,18.0,M,H,101.0,STREET,1ST                          ST,MATHEWS                      ST,"(34.0432, -118.2085)"
211804318,2021-01-07,2021-01-04,1122,18,Southeast,1849,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3104 4025,34.0,F,H,101.0,STREET,1900 E  110TH                        ST,,"(33.9351, -118.239)"
211804190,2021-01-05,2021-01-05,345,18,Southeast,1829,997,TRAFFIC COLLISION,3003 3037 3029 3101 3025 4025,,X,X,101.0,STREET,ALAMEDA,TWEEDY                       BL,"(33.9466, -118.2283)"
212104138,2021-01-04,2021-01-04,950,21,Topanga,2125,997,TRAFFIC COLLISION,3003 3036 3029 3026 3101 4021,52.0,F,H,101.0,STREET,OWENSMOUTH                   AV,SATICOY                      ST,"(34.2083, -118.6016)"
211104223,2021-01-08,2021-01-08,1140,11,Northeast,1101,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3004 3026,49.0,F,O,101.0,STREET,FOREST LAWN                  DR,VENTURA                      FY,"(34.1549, -118.3109)"
212004093,2021-01-03,2021-01-03,1410,20,Olympic,2019,997,TRAFFIC COLLISION,3004 3026 3029 3035 3037 3101 3401 3701 4020,36.0,M,H,101.0,STREET,N  VERMONT                      AV,S  COUNCIL                      ST,"(34.0745, -118.2917)"
210804111,2021-01-04,2021-01-04,1125,8,West LA,882,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4027,46.0,M,O,101.0,STREET,BELOIT                       AV,OLYMPIC                      BL,"(34.0388, -118.4403)"
210504236,2021-01-07,2021-01-01,1010,5,Harbor,529,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3104 4025,28.0,M,H,101.0,STREET,700    QUAY                         AV,,"(33.7787, -118.2584)"
211004122,2021-01-04,2021-01-04,1415,10,West Valley,1049,997,TRAFFIC COLLISION,3004 3024 3037 3101 4026,39.0,M,O,101.0,STREET,BALBOA                       BL,BURBANK                      BL,"(34.1722, -118.501)"
210304039,2021-01-01,2021-01-01,1700,3,Southwest,374,997,TRAFFIC COLLISION,3004 3036 3026 3101 4025,35.0,F,H,101.0,STREET,MARTIN LUTHER KING JR        BL,6TH                          AV,"(34.0109, -118.3241)"
210604247,2021-01-08,2021-01-07,1800,6,Hollywood,645,997,TRAFFIC COLLISION,3004 3028 3030 3033 3035 3037 3104 4027,33.0,M,F,101.0,STREET,FRANKLIN                     AV,ORCHID                       AV,"(34.1041, -118.3402)"
212004086,2021-01-02,2021-01-01,1930,20,Olympic,2074,997,TRAFFIC COLLISION,3004 3026 3035 3037 3101 3401 3701 4020,45.0,F,H,101.0,STREET,NORMANDIE                    AV,WASHINGTON                   BL,"(34.04, -118.3006)"
210604153,2021-01-04,2021-01-04,1405,6,Hollywood,646,997,TRAFFIC COLLISION,3004 4006 3026 3035 3036 3101 3401 3701,54.0,M,H,101.0,STREET,SUNSET                       BL,LAS PALMAS                   AV,"(34.098, -118.3366)"
211104178,2021-01-07,2021-01-07,945,11,Northeast,1142,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3004 3030,35.0,F,W,101.0,STREET,LOS FELIZ                    BL,HILLHURST                    AV,"(34.1119, -118.2874)"
210604162,2021-01-06,2021-01-05,1400,6,Hollywood,643,997,TRAFFIC COLLISION,3701 3006 3028 3030 3035 3037 3101 3401 4027,30.0,M,H,101.0,STREET,LA BREA                      AV,SUNSET                       BL,"(34.098, -118.3441)"
210704063,2021-01-03,2021-01-01,1530,7,Wilshire,722,997,TRAFFIC COLLISION,3008 3025 3035 3036 3101 3401 3701 4027,36.0,M,W,101.0,STREET,WILSHIRE,SAN VICENTE,"(34.0643, -118.3725)"
212004187,2021-01-06,2021-01-05,1700,20,Olympic,2017,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4027,22.0,F,H,101.0,STREET,CATALINA                     ST,1ST                          ST,"(34.0727, -118.2954)"
210404116,2021-01-04,2021-01-03,1835,4,Hollenbeck,468,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3006 3026 3029,30.0,F,H,101.0,STREET,EVERGREEN,3RD,"(34.0382, -118.2039)"
210304128,2021-01-04,2021-01-03,800,3,Southwest,329,997,TRAFFIC COLLISION,3004 3028 3037 3102 4025,26.0,F,H,108.0,PARKING LOT,28TH                         ST,FIGUEROA                     ST,"(34.0266, -118.277)"
211004262,2021-01-08,2021-01-08,1700,10,West Valley,1008,997,TRAFFIC COLLISION,3004 3036 3025 3101 4010,28.0,F,H,101.0,STREET,WOODLEY                      AV,SATICOY                      ST,"(34.2085, -118.4837)"
211904289,2021-01-08,2021-01-08,2100,19,Mission,1901,997,TRAFFIC COLLISION,3004 3037 3028 3032 3030 3102 4019,20.0,M,O,101.0,STREET,15900    YARNELL                      ST,,"(34.3221, -118.4791)"
210104342,2021-01-08,2021-01-08,1835,1,Central,128,997,TRAFFIC COLLISION,0605 3101 3401 3701 4001 3004 3026 3036,62.0,M,H,101.0,STREET,1ST                          ST,ALAMEDA,"(34.049, -118.2381)"
210204200,2021-01-05,2021-01-05,2326,2,Rampart,295,997,TRAFFIC COLLISION,0605 3101 3401 3701 4002 3004 3026 3036,21.0,M,H,101.0,STREET,UNION                        AV,18TH                         ST,"(34.0396, -118.2804)"
211304117,2021-01-04,2021-01-03,2155,13,Newton,1381,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3003 3024 3029 3036,53.0,M,B,101.0,STREET,61ST,BROADWAY,"(33.9842, -118.2783)"
210204271,2021-01-08,2021-01-08,1930,2,Rampart,266,997,TRAFFIC COLLISION,0605 3101 3401 3701 4002 3004 3026 3036,27.0,F,H,101.0,STREET,BONNIE BRAE,8TH,"(34.0539, -118.2756)"
212104223,2021-01-06,2021-01-06,1500,21,Topanga,2156,997,TRAFFIC COLLISION,3004 3026 3036 3101 4021,39.0,F,H,101.0,STREET,VANOWEN                      ST,OWENSMOUTH                   AV,"(34.1938, -118.6015)"
212004019,2021-01-02,2021-01-01,1900,20,Olympic,2014,997,TRAFFIC COLLISION,3004 3026 3029 3035 3036 3101 3401 3701 4020,48.0,M,H,101.0,STREET,1ST                          ST,KINGSLEY                     DR,"(34.0737, -118.3029)"
210704181,2021-01-06,2021-01-06,1201,7,Wilshire,762,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4027,72.0,M,W,101.0,STREET,HORNER                       ST,CRESCENT HEIGHTS             BL,"(34.0493, -118.373)"
211404112,2021-01-03,2021-01-03,1145,14,Pacific,1494,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4027,62.0,M,W,101.0,STREET,SEPULVEDA                    BL,IMPERIAL,"(33.9311, -118.3962)"
211304213,2021-01-03,2021-01-03,2200,13,Newton,1361,997,TRAFFIC COLLISION,0605 4013,28.0,M,H,101.0,STREET,S  BROADWAY,51ST                         ST,"(33.9965, -118.2783)"
211204051,2021-01-01,2021-01-01,1735,12,77th Street,1259,997,TRAFFIC COLLISION,4025 3037 3004 3028 3030 3101,34.0,M,O,101.0,STREET,74TH,MCKINLEY,"(33.973, -118.2608)"
